City_ID,City,Cloudiness,Country,Current Description,Date,Humidity,Lat,Lng,Max Temp,Rain (inches),Snow (inches),Wind Speed
484,Lyuban,100,BY,light snow,2022-02-05 05:23:24,96,52.7985,28.0048,24.76,0,0,10.98
485,Axim,26,GH,scattered clouds,2022-02-05 05:23:24,84,4.8699,-2.2405,78.06,0,0,2.28
486,Olafsvik,100,IS,overcast clouds,2022-02-05 05:14:11,61,64.8945,-23.7142,27.72,0,0,24.56
487,Thinadhoo,100,MV,overcast clouds,2022-02-05 05:23:25,70,0.5333,72.9333,82.04,0,0,11.5
488,Logan,0,US,clear sky,2022-02-05 05:21:20,72,41.7355,-111.8344,26.65,0,0,1.01
489,Chuy,44,UY,scattered clouds,2022-02-05 05:23:25,94,-33.6971,-53.4616,68.04,0,0,3.76
490,Mandalgovi,0,MN,clear sky,2022-02-05 05:22:52,53,45.7625,106.2708,12.38,0,0,11.25
491,Conceicao Do Araguaia,69,BR,broken clouds,2022-02-05 05:23:26,95,-8.2578,-49.2647,73.24,0,0,3.22
492,Peterhead,64,GB,broken clouds,2022-02-05 05:23:26,69,57.5058,-1.7981,37.11,0,0,16.55
493,Buenos Aires,0,AR,clear sky,2022-02-05 05:19:55,86,-34.6132,-58.3772,73.13,0,0,2.3
494,Biloela,2,AU,clear sky,2022-02-05 05:23:27,29,-24.4167,150.5,88.02,0,0,13.87
495,Rambha,39,IN,scattered clouds,2022-02-05 05:23:27,28,19.5167,85.1,76.23,0,0,10.98
496,College,100,US,light snow,2022-02-05 05:16:33,79,64.8569,-147.8028,5.58,0,0,0.0
497,Margate,1,GB,clear sky,2022-02-05 05:23:28,82,51.3813,1.3862,38.75,0,0,1.99
498,Nanzhou,9,CN,clear sky,2022-02-05 05:23:28,53,29.3596,112.4024,50.05,0,0,7.54
499,Belle Fourche,26,US,scattered clouds,2022-02-05 05:23:29,68,44.6714,-103.8522,44.11,0,0,7.67
500,Ust-Omchug,9,RU,clear sky,2022-02-05 05:23:29,83,61.15,149.6333,-12.39,0,0,5.21
501,Svejbaek,66,DK,broken clouds,2022-02-05 05:23:29,84,56.1325,9.6329,37.81,0,0,16.73
502,Ballina,100,AU,light rain,2022-02-05 05:23:30,73,-28.8667,153.5667,75.38,0,0,19.57
503,Digha,0,IN,clear sky,2022-02-05 05:23:30,31,21.6833,87.55,72.25,0,0,14.56
504,Wanning,100,CN,overcast clouds,2022-02-05 05:23:31,81,18.8003,110.3967,67.53,0,0,12.03
505,Santiago Del Estero,62,AR,broken clouds,2022-02-05 05:22:40,81,-27.7951,-64.2615,71.31,0,0,3.06
506,Riverton,0,US,clear sky,2022-02-05 05:23:31,69,40.5219,-111.9391,30.38,0,0,10.0
507,Druzhba,93,UA,overcast clouds,2022-02-05 05:23:32,100,52.0428,33.9453,-0.4,0,0,3.18
508,Rovinj,100,HR,overcast clouds,2022-02-05 05:23:32,92,45.08,13.64,49.19,0,0,1.01
509,San Ignacio,40,BZ,scattered clouds,2022-02-05 05:23:33,94,17.1561,-89.0714,69.94,0,0,4.61
510,Dehloran,2,IR,clear sky,2022-02-05 05:23:33,59,32.6941,47.2679,52.3,0,0,6.64
511,Kijang,6,KR,clear sky,2022-02-05 05:23:34,33,35.2442,129.2139,37.13,0,0,16.98
512,Guasdualito,95,VE,overcast clouds,2022-02-05 05:23:34,78,7.2424,-70.7324,77.0,0,0,3.44
513,Valdivia,48,CL,scattered clouds,2022-02-05 05:22:16,92,-39.8142,-73.2459,50.09,0,0,2.73
514,Bulolo,94,PG,overcast clouds,2022-02-05 05:23:35,58,-7.2,146.65,87.03,0,0,2.57
515,Cockburn Town,0,TC,clear sky,2022-02-05 05:16:36,74,21.4612,-71.1419,75.83,0,0,17.2
516,Linfen,100,CN,overcast clouds,2022-02-05 05:23:35,27,36.0889,111.5189,35.37,0,0,3.36
517,Phetchabun,80,TH,broken clouds,2022-02-05 05:23:36,36,16.25,101.0833,86.45,0,0,4.52
518,Beringovskiy,44,RU,scattered clouds,2022-02-05 05:23:36,89,63.05,179.3167,-10.91,0,0,11.5
519,Harper,79,LR,light rain,2022-02-05 05:23:37,84,4.375,-7.7169,77.79,0,0,4.45
520,Acajutla,37,SV,scattered clouds,2022-02-05 05:20:22,72,13.5928,-89.8275,78.01,0,0,9.06
521,Leeuwarden,75,NL,broken clouds,2022-02-05 05:23:37,82,53.2014,5.8086,42.01,0,0,13.8
522,Uspenka,95,UA,overcast clouds,2022-02-05 05:23:38,92,48.3903,39.1619,18.84,0,0,9.78
523,Lucea,3,JM,clear sky,2022-02-05 05:23:38,79,18.451,-78.1736,76.86,0,0,11.92
524,Vila,90,PT,overcast clouds,2022-02-05 05:11:21,86,42.0304,-8.1588,40.33,0,0,5.35
525,Ulladulla,46,AU,scattered clouds,2022-02-05 05:16:13,69,-35.35,150.4667,73.09,0,0,14.14
526,Nogliki,100,RU,overcast clouds,2022-02-05 05:23:39,89,51.8333,143.1667,6.03,0,0,21.65
527,Seymchan,20,RU,few clouds,2022-02-05 05:23:39,97,62.8833,152.4333,-26.68,0,0,1.68
528,Massakory,2,TD,clear sky,2022-02-05 05:23:40,25,12.996,15.7293,60.42,0,0,16.46
529,Basoko,100,CD,overcast clouds,2022-02-05 05:15:27,67,1.2391,23.616,73.04,0,0,3.06
530,Korop,98,UA,overcast clouds,2022-02-05 05:23:40,100,51.5664,32.9586,-1.43,0,0,2.77
531,Henties Bay,100,NA,overcast clouds,2022-02-05 05:22:55,84,-22.116,14.2845,65.86,0,0,3.78
532,Badvel,44,IN,scattered clouds,2022-02-05 05:23:41,50,14.75,79.05,82.36,0,0,6.04
533,Iskateley,100,RU,overcast clouds,2022-02-05 05:23:41,100,67.6803,53.1512,-15.07,0,0,7.18
534,Jutai,74,BR,moderate rain,2022-02-05 05:23:42,99,-5.1833,-68.9,70.02,0,0,0.96
535,Washington,54,US,broken clouds,2022-02-05 05:23:22,93,47.5001,-120.5015,44.35,0,0,3.51
536,Luderitz,94,NA,overcast clouds,2022-02-05 05:23:42,75,-26.6481,15.1594,67.64,0,0,3.38
537,Quatre Cocos,99,MU,light rain,2022-02-05 05:23:43,85,-20.2078,57.7625,80.71,0,0,19.48
538,Ciudad Bolivar,55,VE,broken clouds,2022-02-05 05:16:21,68,8.1222,-63.5497,77.11,0,0,11.23
539,Bubaque,0,GW,clear sky,2022-02-05 05:23:44,64,11.2833,-15.8333,77.54,0,0,9.4
540,Leningradskiy,43,RU,scattered clouds,2022-02-05 05:21:53,94,69.3833,178.4167,-19.59,0,0,7.07
541,Boyolangu,85,ID,overcast clouds,2022-02-05 05:22:46,68,-8.1181,111.8935,84.81,0,0,3.74
542,Camopi,98,GF,overcast clouds,2022-02-05 05:23:44,99,3.1655,-52.3158,70.57,0,0,2.04
543,Baku,100,AZ,overcast clouds,2022-02-05 05:23:45,87,40.3777,49.892,42.85,0,0,23.02
544,Arman,31,RU,scattered clouds,2022-02-05 05:20:14,72,59.7,150.1667,5.09,0,0,11.68
545,Middelburg,100,ZA,overcast clouds,2022-02-05 05:23:45,84,-25.7751,29.4648,61.81,0,0,15.68
546,Baghdad,0,IQ,clear sky,2022-02-05 05:22:42,70,33.3406,44.4009,44.51,0,0,4.61
547,Gladstone,40,AU,scattered clouds,2022-02-05 05:23:46,35,-23.85,151.25,85.93,0,0,12.66
548,Cerrito,43,CO,scattered clouds,2022-02-05 05:23:46,89,6.8432,-72.694,51.84,0,0,2.19
549,Constitucion,14,CL,few clouds,2022-02-05 05:23:47,86,-35.3333,-72.4167,57.74,0,0,10.83
550,Sukabumi,97,ID,moderate rain,2022-02-05 05:23:47,80,-6.9181,106.9267,77.52,0,0,4.79
551,El Dorado,59,US,broken clouds,2022-02-05 05:23:48,63,38.7666,-120.5177,46.08,0,0,1.99
552,Koslan,96,RU,overcast clouds,2022-02-05 05:23:48,100,63.4564,48.8989,-9.92,0,0,2.59
553,Bambanglipuro,58,ID,broken clouds,2022-02-05 05:23:49,67,-7.95,110.2833,85.66,0,0,12.39
554,Kapit,100,MY,overcast clouds,2022-02-05 05:23:49,52,2.0167,112.9333,90.68,0,0,1.95
555,Susurluk,2,TR,clear sky,2022-02-05 05:23:50,76,39.9136,28.1578,36.84,0,0,5.21
556,Saint-Augustin,100,CA,overcast clouds,2022-02-05 05:19:21,85,51.226,-58.6502,-9.22,0,0,9.66
557,Bukachacha,100,RU,overcast clouds,2022-02-05 05:23:50,67,52.9833,116.9167,8.69,0,0,4.9
558,Winnemucca,0,US,clear sky,2022-02-05 05:23:51,48,40.973,-117.7357,35.65,0,0,8.05
559,Mujiayingzi,1,CN,clear sky,2022-02-05 05:17:18,39,42.1167,118.7833,22.06,0,0,19.01
560,Sur,6,OM,clear sky,2022-02-05 05:12:49,35,22.5667,59.5289,74.75,0,0,7.36
561,Malayal,98,PH,overcast clouds,2022-02-05 05:23:52,65,7.208,121.942,84.79,0,0,4.18
562,Strezhevoy,100,RU,overcast clouds,2022-02-05 05:23:52,94,60.7333,77.5889,19.38,0,0,7.09
563,Hazaribag,0,IN,clear sky,2022-02-05 05:23:52,28,23.9833,85.35,63.41,0,0,16.06
564,Bull Savanna,6,JM,clear sky,2022-02-05 05:23:53,83,17.8868,-77.5902,70.75,0,0,5.73
565,Ayan,58,RU,broken clouds,2022-02-05 05:23:53,68,56.45,138.1667,-0.04,0,0,13.82
566,Dekar,85,BW,overcast clouds,2022-02-05 05:23:54,81,-21.5333,21.9333,68.72,0,0,5.84
567,Oranjemund,38,NA,scattered clouds,2022-02-05 05:15:06,88,-28.55,16.4333,63.43,0,0,7.38
568,Waddan,1,LY,clear sky,2022-02-05 05:23:54,49,29.1614,16.139,47.23,0,0,3.85
569,Agirish,100,RU,overcast clouds,2022-02-05 05:23:55,94,61.9247,63.0231,5.05,0,0,2.33
570,Yerbogachen,98,RU,overcast clouds,2022-02-05 05:23:55,95,61.2767,108.0108,2.12,0,0,5.82
571,Betsiamites,100,CA,overcast clouds,2022-02-05 05:23:56,84,48.9413,-68.646,8.49,0,0,8.66
572,Saint-Pierre,99,RE,overcast clouds,2022-02-05 05:23:56,51,-21.3393,55.4781,87.48,0,0,13.8
573,Zenzeli,100,RU,overcast clouds,2022-02-05 05:23:56,82,45.9241,47.0474,33.37,0,0,15.41
574,Mikhaylovka,90,RU,overcast clouds,2022-02-05 05:23:57,96,50.06,43.2379,13.51,0,0,8.41
